text,label
"Sri Ningsih telah meninggal?"" Wanita itu menutup mulutnya, ""Itu sungguh kabar sedih.""",eyd
"Aku akan membantumu."" Wanita itu menoleh pada rekan kerjanya yang lebih muda, ""Tolong ambilkan file lama di gudang.",eyd
"Lemari nomor tiga dari kanan, laci kedua dari atas, file milik Sri Ningsih.""",eyd
Rekan kerjanya melangkah masuk.,eyd
"""Kamu mau duduk dulu?",eyd
"Ah iya, siapa namamu?",eyd
"Zaman mengulurkan tangan, memperkenalkan diri.",eyd
"""Mau minuman hangat.",eyd
"Sambil menunggu.""",eyd
Lima belas menit Zaman duduk di sofa ruang tunggu sambil menghabiskan segelas cokelat panas.,eyd
"""Sri Ningsih sopir yang menyenangkan.",eyd
Dia bergabung di rute ini tahun 1980.,eyd
"Awalnya hanya petugas cleaning Service, mencuci mobil, mengelap kaca, menyikat lantai bus.",eyd
"Beberapa bulan kemudian dia melamar untuk posisi mengemudi, petugas seleksi memandangnya sebelah mata, tapi Sri lulus pada kesempatan pertama."" Lucy bercerita, melepas kaca matanya.",eyd
"""Usiaku waktu itu 25 tahun, baru dua tahun menjadi petugas administrasi pool.",eyd
"Aku yang membantunya mengurus SIM, visa kerja, dan sebagainya.",eyd
"Sri selalu bekerja dengan semangat, tiba lebih awal dibanding yang lain, dan pulang paling akhir.",eyd
"Dia tidak pernah protes jika harus menggantikan sopir lain, tidak mengeluh jika diberikan mobil bermasalah.",eyd
"Akrab dengan pegawai lain tanpa membeda-bedakan.""",eyd
"""Berapa lama dia bekerja di sini?""",eyd
"""Hingga akhir tahun 1999, dia sopir favorit rute 16, hingga dia mendadak berhenti.",eyd
"Ah, mengenang tentang Sri, itu selalu menyenangkan.",eyd
"Apalagi mengingat saat dia menikah.""",eyd
Zaman yang sedang minum nyaris tersedak.,eyd
Itu informasi yang sangat menarik.,eyd
Sri Ningsih menikah di London?,eyd
"Rekan kerja Lucy muncul dari dalam, membawa map berisi dokumen lama.",eyd
Lucy membuka map itu.,eyd
"""Menurut catatan ini, Sri Ningsih pernah tinggal beberapa minggu di penginapan murah daerah Startford.",eyd
"Kemudian dia pindah ke alamat lebih permanen, sebuah apartemen.",eyd
"Kamu mau mencatatnya?""",eyd
Zaman mengeluarkan pulpen dan kertas.,eyd
"Alamat itu tidak jauh dari Cricklewood, Zaman mengenalnya, salah-satu kawasan Little India di London, tempat wisata terkenal, banyak restoran India di sana, sekaligus pemukiman pendatang dari India Utara (muslim).",eyd
"""Sri Ningsih tinggal di salah-satu apartemen bagus di sana, induk semangnya, seorang India yang baik hati, aku beberapa kali bertamu di apartemen Sri.",eyd
"Induk semangnya bisa menceritakan lebih detail tentang Sri Ningsih, dia sudah menganggap Sri sebagai anak angkatnya.""",eyd
"""Aku akan segera ke apartemen itu.",eyd
"Terima kasih atas bantuannya."" Zaman berdiri.",eyd
"Lucy mengangguk, ""Tidak masalah.",eyd
"Aku senang melakukannya.""",eyd
"Lima menit, menumpang taksi.",eyd
Zaman meluncur ke tujuan berikutnya.,eyd
Suasana India langsung terasa kental saat taksi yang ditumpangi Zaman memasuki kawasan.,eyd
"Kios-kios yang menjual karangan bunga, kain sari, juga restoran makanan khas India berjejer.",eyd
"Lampu menyala terang, membuat cat bangunan yang warna-warni terlihat indah.",eyd
"Jalanan terlihat rapi dan bersih, pengunjung berlalu-lalang menikmati malam, satu-dua diantaranya mengenakan pakaian tradisional India.",eyd
"Zaman ingat, dia pernah mengunjungi lokasi ini saat masih mahasiswa, makanan di sini lezat dan murah—terlebih dia pirnya teman mahasiswa asal Mumbai.",eyd
Kawasan ini kental nuansa etniknya dengan bangunan modern di sekelilingnya.,eyd
Taksi berhenti di alamat tujuan.,eyd
"Zaman menyerahkan beberapa lembar uang poundsterling, melangkah turun.",eyd
"Dia tiba di depan sebuah gedung apartemen kelas menengah London, mendongak, tidak tinggi, delapan lantai, dengan arsitektur indah.",eyd
"Lantai bawah apartemen itu disulap menjadi sebuah restoran India yang besar, malam ini dipenuhi pengunjung.",eyd
Pegawainya sibuk hilir mudik.,eyd
"Pintu masuk apartemen ada di sebelah kiri restoran, yang dikunci dengan sistem keamanan.",eyd
Hanya penghuni apartemen atau orang yang memiliki kode keamanan bisa naik.,eyd
Alamat Sri Ningsih ada di lantai delapan.,eyd
Tidak ada penjaga di depan pintu masuk—mungkin sedang pergi.,eyd
"Zaman menoleh kesana-kemari, berusaha mencari tahu.",eyd
Boleh jadi pegawai restoran tahu.,eyd
Zaman melangkah memasuki restoran besar itu.,eyd
"""Hallo, my friend.""",eyd
Itu suara khas sekaligus panggilan ramah yang amat dikenal Zaman.,eyd
"""Tuan Rajendra?"" Dahi Zaman terlipat.",eyd
"""Ayolah, kamu tidak perlu berlebihan melihatku sedang membawa piring-piring makanan di sini, tidak perlu menatapku kaget, aku bukan Shahrukh Khan.",eyd
"Biasa saja."" Rajendra Khan tidak pernah kehilangan selera humornya.",eyd
"""Anda bekerja di sini?"" Zaman menatapnya heran.",eyd
"""Iya dan tidak.",eyd
Ini restoran milik ayahku.,eyd
"Pagi hari hingga siang aku berjualan di kios dekat stasiun kereta Victoria, malamnya aku membantu di sini.",eyd
Orang tua itu sudah tidak mau lagi mengawasi restorannya.,eyd
"London, kota ini memaksa siapapun bekerja keras agar bisa menikmati masa tua dengan santai.",eyd
"Dia yang bersantai, saya yang bekerja keras."" ""Aku baru tahu Anda tinggal di sini.",eyd
"Benar-benar tidak disangka.""",eyd
"""Hei, aku tidak harus bilang ke setiap pembeli di mana aku tinggal, kan?"" Rajendra Khan tertawa, salah-satu pegawai restoran mengambil piring-piring dari tangannya, ""Anda mau makan malam, my friend ?",eyd
"Ayo, aku berikan diskon khusus 50% untukmu.""",eyd
"Zaman menggeleng, ""Aku tidak lapar.",eyd
"Tuan Rajendra.""",eyd
"""Lantas kenapa Anda memasuki restoran jika tidak lapar?",eyd
"Mau menumpang ke toilet.""",eyd
Zaman menggeleng lagi.,eyd
"""Aku hendak mengunjungi apartemen di atas.",eyd
"Ah, itu penghuninya adalah gadis dari New Delhi, mahasiswi London Business School, pintar dan cantik.",eyd
Ada hubungan apa Anda dengannya.,eyd
Zaman Zulkarnaen?,eyd
Kalian punya relasi spesial?,eyd
Aku tak percaya jika gadis itu menyukaimu.,eyd
"Dia lebih pantas berpasangan dengan aktor Bollywood, bukan kutu buku kusam sepertimu."" Rajendra menyelidik.",eyd
"Zaman melotot, ""Aku tidak ada urusannya penghuni Unit 801 yang sekarang.",eyd
"Aku ada urusan dengan penghuni Unit 801 tahun 1980-an."" ""Astaga?",eyd
Anda menyukai wanita yang lebih tua?,eyd
"Jika dia pernah tinggal di sana tahun 1980-an, itu berartu usianya 50-60-an sekarang."" Rajendra Khan terkekeh.",eyd
"Zaman mengeluarkan buku diary, menarik foto Sri Ningsih.",eyd
"""Berhenti bergurau.",eyd
"Wanita ini adalah pendatang dari Indonesia, menurut informasi yang kumiliki dia pernah tinggal di unit 801.",eyd
Aku mewakili firma hukum yang bertugas menyelesaikan urusannya.,eyd
Apakah ada penghuni gedung apartemen ini yang pernah mengingatnya?,eyd
"Aku harus masuk ke atas, tidak ada petugas sekuriti di pintu depan, apakah Anda memiliki kode keamanan gedung?""",eyd
"Rajendra Khan terdiam, menatap foto Sri.",eyd
"""My friend, Anda datang ke orang yang tepat."" Rajendra Khan berkata perlahan.",eyd
"""Anda mengenalnya.",eyd
"""Aku bahkan selalu ingat pelanggan yang berhenti di kiosku.",eyd
Apalagi penghuni yang pernah tinggal di apartemen milik ayahku.,eyd
"Nama wanita ini Sri Ningsih.""",eyd
"Jauh sekali dia berkeliling mencari tahu sejarah Sri Ningsih, ternyata, pemilik kios tempat dia rajin membeli roti daging selama ini mengenalnya.",eyd
"""Anda tidak sedang bergurau, Tuan Rajendra?"" Zaman memastikan.",eyd
"Rajendra Khan menggeleng, dia bertepuk memanggil salah-satu pegawai, ""Hei, bilang ke choti Amrita di dapur, aku ada urusan.",eyd
"Aku akan kembali ke apartemen, suruh salah-seorang menggantikan posisiku di meja penerima tamu.""",eyd
Pegawai itu mengangguk.,eyd
"""Ayo, Zaman Zulkamaen ikuti aku.""",eyd
"Rajendra Khan melangkah keluar dari restoran, ""Kamu tadi bertanya apakah aku punya kunci untuk masuk?",eyd
"Aku pirnya kunci seluruh gedung ini.""",eyd
"Singkat cerita, orang tua Rajendra Khan adalah pengungsi dari India tahun 1970-an, saat perang Indo-Paskitan, yang memunculkan negara baru, Bangladesh.",eyd
Orang tua Rajendra Khan adalah dokter sekaligus pengusaha kaya.,eyd
"Saat tiba di London, mereka tidak kesulitan memulai hidup baru, orang tuanya membeli gedung apartemen delapan lantai ini, kemudian mengubah lantai bawah menjadi restoran.",eyd
Keluarga mereka adalah penghuni awal Little India di dekat Cricklewood.,eyd
Demikian penjelasan Rajendra Khan saat mereka menaiki anak tangga menuju lantai dua.,eyd
"""Silahkan masuk, my friend.” Rajendra Khan mempersilahkan Zaman.",eyd
"Seluruh apartemen di lantai dua dihuni oleh keluarga besar Rajendra Khan, Zaman melangkah masuk, menuju ruang tengah yang luas, di sana berkumpul keluarganya.",eyd
"""Mari kuperkenalkan, my friend.",eyd
"Itu Aabu, Aami, ayah- ibuku, phopo, phopa, kalla, kallu, bibi-bibi dan paman- pamanku, dengan anak-anak mereka, jika semua lengkap, jumlahnya 24 orang.",eyd
Tapi Amrita dan beberapa yang lain sedang bekerja di restoran.,eyd
"Halo semua, ini Zaman Zulkamen, pemuda asal Indonesia.""",eyd
"Satu ruangan menatap Zaman, melambaikan tangan.",eyd
"Mereka sedang berkumpul, menonton serial drama lewat teve kabel sambil mengobrol dan menghabiskan makanan kecil.",eyd
"""Aami, tamu kita ini bertanya tentang Sri."" Rajendra Khan memanggil Ibunya.",eyd
"""Sri Ningsih?"" Ibu Rajendra Khan yang usianya delapan puluh tahun bertanya balik.",eyd
"""Siapa lagi, Aami.",eyd
"Penghuni favorit Aami."" ""Masya AllahV' Ibu Rajendra Khan berseru, dia berdiri, mendekati Zaman.",eyd
"""Anak siapanya Sri Ningsih?",eyd
"Keluarganya dari Indonesia?""",eyd
"""Kita bicara di teras apartemen saja, Aami.",eyd
"Ayo, my friend....",eyd
"Hei, salah-satu dari kalian siapkan minuman untuk tamu kita.",eyd
"Berhenti dululah menonton serial India itu, pemerannya yang tampan-tampan tidak akan naksir kalian juga."" Rajendra Khan meneriaki anak-anaknya.",eyd
Ada teras kecil menghadap jalanan di lantai dua.,eyd
"Rajendra Khan, Ayah dan Ibunya melangkah ke sana.",eyd
"""Nah, my friend, apa yang hendak kamu tanyakan?",eyd
Mungkin aku atau Ibuku bisa menjawabnya.,eyd
Usiaku dua puluh tahun saat Sri Ningsih tinggal di sini.,eyd
"Orang tuaku waktu itu usia lima puluhaan, mereka masih mengingat dengan baik banyak hal.""",eyd
Zaman mengeluarkan buku catatan.,eyd
Ini cepat sekali.,eyd
"Tadi sore dia masih berkutat mencari tahu alamat Sri Ningsih, malam ini, dia sudah bertemu dengan orang yang bisa bercerita.",eyd
"Belum sempat Zaman bertanya, anak Rajendra Khan, remaja puteri usia belasan membawa nampan-nampan.",eyd
"Itu bukan hanya minuman, juga makanan, meja di depan Zaman penuh.",eyd
"""Silahkan dinikmati.",eyd
"Zaman."" Bapak Rajendra berkata ramah.",eyd
"""My friend, agar kita tidak salah-paham, makanan ini sama seperti restoran di bawah, diskon 50%."" Rajendra berkata serius.",eyd
"""Rajendra!"" Ibunya melotot.",eyd
"""Dia selalu saja bergurau kepada siapapun."" Ibu Rajendra Khan menatap anaknya, ""Dulu yang sering menjadi bulan- bulanan gurauannya adalah Sri Ningsih.",eyd
"Omong-omong, apa kabar Sri Ningsih, Nak?",eyd
"Sudah lama sekali aku tidak tahu kabarnya.""",eyd
"Zaman menggeleng pelan, ""Sri Ningsih sudah meninggal.""",eyd
Ibu Rajendra Khan terdiam—menatap Zaman tidak percaya.,eyd
"""Sri meninggal dengan tenang sepuluh hari lalu di Paris.""",eyd
"""Ini sungguh kabar sedih."" Suara Ibu Rajendra Khan terdengar serak.",eyd
Dia amat terpukul.,eyd
Rajendra menyerahkan gelas berisi air putih ke Ibunya.,eyd
"""Berapa lama Sri tinggal di apartemen unit 801?"" Zaman mulai bertanya saat Ibu Rajendra sudah lepas dari rasa terkejutnya.",eyd
"""Hampir dua puluh tahun, sejak akhir tahun 1980 hingga 1999.",eyd
Dia sudah kuanggap seperti anak sendiri.,eyd
"Hingga dia pergi diam-diam, hanya menitipkan selembar surat.""",eyd
"""Bisakah Ibu menceritakan padaku kehidupan Sri selama di apartemen ini?",eyd
"Itu akan membantuku menyelesaikan amanat Sri Ningsih.""",eyd
"Ibu Rajendra Khan mengangguk, memperbaiki posisi duduknya.",eyd
"Dari awal hingga akhir, semua yang aku tahu.",eyd
"Sebagian besar dari kisah ini aku saksikan langsung, sebagian lagi dari Lucy teman kantornya, juga dari Sri yang memberitahuku langsung.""",eyd
"Sri Ningsih tiba di London, sore hari tanggal 4 Januari 1980.",eyd
"Dia tidak gugup, apalagi cemas ketika pesawat terbang mendarat di bandara.",eyd
"Usianya tiga puluh empat tahun, bahasa Inggrisnya lancar, pengalamannya cukup, Sri menarik koper kecilnya dengan percaya diri, berjalan menuju lobi kedatangan.",eyd
"London sedang musim dingin— Sri telah membawa mantel tebal dan syal dari Jakarta, mengenakannya.",eyd
"Di lobi kedatangan, Sri Ningsih berhenti sebentar untuk menatap papan petunjuk, mengambil berbagai brosur serta peta kota, mempelajari dengan cepat petunjuk angkutan umum.",eyd
"Sri pernah mengunjungi Singapura, dia pernah merasakan langsung naik kereta bawah tanah— sistem angkutan transportasi massal negara maju.",eyd
London tidak sulit dipahami.,eyd
"Di lobi kedatangan, dekat papan petunjuk berderet agen hotel menawarkan jasa.",eyd
"Sri Ningsih bertanya pada salah- satu meja itu, bilang mencari penginapan murah, petugas menawarkan beberapa pilihan, setelah menimbang dengan cepat—yang lokasinya tidak terlampau jauh dari pusat kota, Sri memilih kawasan Stratford London.",eyd
"Petugas mengangkat telepon, membuat reservasi untuk tiga hari ke depan.",eyd
"Genap sudah, Sri telah memiliki tempat tinggal sementara, dan dia tahu bagaimana menuju tempat itu.",eyd
"Lampu jalanan menyala terang, London beranjak malam saat Sri tiba di penginapan murah enam lantai.",eyd
"Kamarnya kecil, hanya tiga kali empat meter, tapi bersih, dan paling penting penghangat ruangan bekerja maksimal.",eyd
"Sri membiarkan koper tergeletak di lantai, dia loncat, merebahkan badannya di atas ranjang.",eyd
"Telentang, menatap langit-langit.",eyd
Sejenak kepalanya memikirkan tentang pabrik yang telah ditinggalkan.,eyd
"Tentang sabun mandi, shampo, odol, karyawan pabrik, Catherine, lompat ke Pasar Senen, tentang gerobak dorong, Monas, Tanah Abang, kuli angkut, lompat lagi ke madrasah, cukup!",eyd
Sri menghembuskan nafas.,eyd
"Dia tidak akan membiarkan pikirannya kembali ke masa lalu, dia sudah jauh sekali melangkah maju dengan pergi ke sini.",eyd
"Lihatlah, dia sekarang berada di London, jantung, ibukota dunia.",eyd
Tempat yang sejak dulu ingin dia lihat.,eyd
"Sri beranjak turun dari ranjang, kembali mengenakan syal dan sarung tangan, memutuskan keluar dari kamar, mencari udara segar.",eyd
"Gedung ini memiliki lift yang hanya muat dua orang, Sri menekan tombol lantai paling atas, lift mendesing naik, tiba di lantai enam, dia menaiki anak tangga darurat untuk menuju rooftop, mendorong pintu terakhir, akhirnya sampai di hamparan atap gedung.",eyd
"Sri tersenyum, dari atap gedung dia bisa menatap gemerlap kota London.",eyd
"Gedung-gedung tinggi, rumah, taman-taman kota, jalanan yang ramai, Sri merentangkan tangannya lebar-lebar, tidak memedulikan angin malam yang dingin menusuk tulang.",eyd
"""Selamat datang di London, Sri."" Dia berbisik kepada diri sendiri, kemudian tertawa pelan.",eyd
Tidak ada lagi waktu untuk mengenang masa lalu.,eyd
Saatnya terus bergerak maju.,eyd
Episode baru kehidupannya telah menunggu.,eyd
"Setelah tidur lelap, esok pagi-pagi Sri mulai menyusun rencana.",eyd
"Dengan asumsi terus tinggal di penginapan ini, uang yang dia bawa cukup untuk tiga bulan ke depan membayar biaya sewanya—jika dia berhemat dengan pindah menyewa apartemen bulanan yang lebih murah, mungkin bisa membuatnya bertahan hingga lima-enam bulan.",eyd
"Sri melingkari tanggalan, menandainya, sambil menghabiskan roti tawar.",eyd
"Semakin cepat dia memperoleh pekerjaan, situasinya akan semakin baik.",eyd
"Baiklah, pekerjaan jenis apa yang bisa dia lakukan?",eyd
"Sri meraih surat kabar pagi yang dipinjam dari petugas hotel, membuka halaman lowongan pekerjaan, mulai membaca.",eyd
"Tangan kirinya sesekali melingkari beberapa lowongan yang cocok, sementara tangan kanannya meraih buah apel.",eyd
"Cuaca dingin London membuat Sri lapar, dan repotnya, menu penginapan tidak bisa dia makan, hanya roti dan buah-buahan.",eyd
Sri menyalin lima-enam lowongan pekerjaan di kertas.,eyd
"Pukul tujuh pagi, dia turun ke meja tamu hotel, mengembalikan surat kabar.",eyd
"""Di mana aku bisa menemukan rumah makan muslim?"" Sri sekaligus bertanya.",eyd
"""Itu tidak sulit, Mam.",eyd
"Ada satu restoran tidak jauh dari sini, setengah mil berjalan kaki ke arah barat.",eyd
"Mereka menjual nasi biryani.""",eyd
"Sri mengangguk, ""Satu lagi, apakah kamarku bisa dipindahkan ke lantai enam.""",eyd
"""Tentu saja bisa, Mam.""",eyd
"Sri mengucapkan terima kasih, menuju pintu penginapan, dia mulai mencari pekerjaan.",eyd
Itulah rutinitas yang dilakukan Sri.,eyd
"Bedanya dengan dulu setiba di Jakarta, kali ini dia tidak perlu berjalan kaki, Sri menumpang sistem transportasi massal kota London yang nyaman.",eyd
"Setiap hari, dia berpindah-pindah dari satu tempat ke tempat lain, bertanya lowongan pekerjaan, baru pukul enam atau tujuh malam kembali ke penginapan.",eyd
Dua minggu berlalu dengan cepat.,eyd
Nihil—ini yang sama dengan di Jakarta dulu.,eyd
Masalah terbesar Sri adalah dia tidak memiliki dokumen yang cukup.,eyd
"Dia pendatang, hanya bermodalkan paspor dan visa kunjungan wisata.",eyd
Posisinya lebih sulit dibanding pengungsi dari negara lain yang setiap tahun membanjiri kota London.,eyd
"Pengungsi akan mendapatkan pekerjaan lebih cepat (lazimnya pekerjaan kasar) karena memiliki kerabat, kenalan atau solidaritas sesama asal negara.",eyd
"Sri tidak pirnya itu, asal negaranya tidak lazim untuk seorang pengungsi.",eyd
"Pemberi pekerjaan menatapnya ragu-ragu, dan lebih memilih pelamar berikutnya.",eyd
Dua minggu berlalu lagi dengan cepat.,eyd
"Sri semakin sering menandai kalender, dia juga telah berhemat total sebulan terakhir.",eyd
"Hanya makan besar di rumah makan muslim dekat hotel, dibungkus makanannya, agar bisa dibagi jadi dua kali makan.",eyd
"Jika dia tetap tidak menemukan pekerjan beberapa hari ke depan, dia harus segera menemukan apartemen bulanan yang lebih murah.",eyd
Udara kota London semakin dingin.,eyd
"Setiap malam, saat penduduk kota sudah terlelap tidur, Sri membuka tirai kamarnya, menatap keluar.",eyd
"Itulah kenapa dia meminta lantai lebih tinggi, agar bisa menatap gemerlap malam kota London.",eyd
Merasa tenteram dan damai.,eyd
"Saat berdiri di depan jendela, melihat kerlap-kerlip lampu, rasa cemasnya soal memperoleh pekerjaan hilang sejenak.",eyd
Rasa lelah karena seharian berkeliling kota juga menguap.,eyd
"Empat minggu ini, dia sudah menyentuh sudut-sudut kota London, menatap Istana Buckingham, berfoto di depan Big Ben, berjalan di Tower Bridge, mengunjungi banyak landmark penting.",eyd
"Bulan Mei nanti Sri bahkan berencana mengunjungi pertunjukan bunga terbesar di London, dia sudah membeli tiketnya.",eyd
"Tadi siang dia mengunjungi National Gallery London, tepatnya hendak melamar menjadi petugas bersih-bersih di sana, petugas seleksi menolaknya bahkan saat baru membaca aplikasinya yang hanya bermodalkan visa turis.",eyd
"Tidak masalah, setidaknya dia bisa berkeliling gratis melihat lukisan-lukisan mahsyur dan benda seni di museum itu.",eyd
Semoga besok lusa dia lebih beruntung.,eyd
"Sri menutup tirai, saatnya tidur.",eyd
Dua minggu berikutnya melesat tanpa terasa.,eyd
"""Mam, apakah penginapannya kembali diperpanjang?"" Petugas meja tamu bertanya.",eyd
"Sri menggeleng, ""Aku belum tahu, nanti malam kupastikan.""",eyd
"Petugas mengangguk, menerima surat kabar yang dipinjam Sri, ""Harap segera memberitahu, Mam.",eyd
"Agar kami bisa memperhitungkan deposit yang telah diberikan.""",eyd
"Pagi itu, dengan membawa catatan kecil berisi lowongan pekerjaan, Sri kembali berpetualang berusaha menaklukkan kota London.",eyd
Uang simpanannya semakin menipis.,eyd
Dia hampir terdesak.,eyd
Hujan turun menyiram kota.,eyd
"Sri merapatkan mantelnya, mengembangkan payung.",eyd
"Sekarang hampir tiap hari hujan turun, dan udara semakin dingin.",eyd
"Cuaca akan membaik beberapa minggu lagi, saat musim semi tiba.",eyd
"Sri menunggu di halte bus dekat penginapan, dia sudah hafal jadwal bus, juga telah mengetahui rute-rute angkutan umum.",eyd
Bus merah khas kota London itu merapat.,eyd
Sri beranjak naik.,eyd
Duduk di belakang sopir.,eyd
Bus bergerak membelah jalanan yang basah.,eyd
"Hari ini, Sri mencatat enam lokasi lowongan pekerjaan, dia tidak terlalu bersemangat sepertinya biasanya, karena belajar dari pengalaman satu setengah bulan terakhir, lima tempat ini tidak ada yang menjanjikan—tapi dia tetap harus berusaha.",eyd
Jalanan pagi padat.,eyd
Bus bergerak lambat.,eyd
"Bosan melihat keluar jendela, mata Sri menatap kotak iklan di dinding bus.",eyd
"Ada sticker di sana, dengan tulisan: ""Drivers required, good rates of pay, full training given.” Sticker ini baru ditempel, kemarin-kemarin dia tidak melihatnya.",eyd
"Sri bergumam pelan, dia memikirkan sesuatu.",eyd
"Ini bisa jadi ide menarik, bukan?",eyd
Dia memiliki keahlian mengemudi.,eyd
"Saat di pabrik sabun mandi, dia pernah mencoba membawa truk kontainer yang lebih besar dibanding bus—ditonton karyawannya.",eyd
"Sri mengambil kertas kecilnya, mengeluarkan pulpen, mencatat kontak telepon dan alamat lowongan.",eyd
"Pagi itu, Sri mengubah rencana perjalanan, menyisihkan lima lokasi lain, dia menuju pool bus tempat lowongan pekerjaan sopir ditawarkan.",eyd
"Setelah berpindah dua kali, Sri tiba di sana.",eyd
Cricklewood Bus Garage.,eyd
"Hujan semakin deras, dia berlari-lari kecil menuju bangunan kantor pool.",eyd
"Adalah Lucy, petugas administrasi yang menerima aplikasi pelamar.",eyd
"""Sepandai apapun mengemudi, tanpa lisensi mengemudi yang sah, itu mustahil, Mam.",eyd
"Pengemudi bus juga harus memiliki PCV licence yang masih berlaku."" Lucy menggeleng.",eyd
"Sri Ningsih terdiam, mengusap rambutnya yang basah.",eyd
"""Tapi aku bisa mengemudi bus, aku bisa menunjukkannya.""",eyd
"Lucy menggeleng prihatin, dia tetap menjawab dengan ramah—tidak seperti tempat lain yang petugas seleksinya segera menutup pembicaraan dengan alasan sibuk atau pelamar lain sudah mengantri.",eyd
"""Aku butuh sekali pekerjaan, tolonglah.",eyd
Apa saja yang bisa kulakukan di pool bus ini.,eyd
"Jika memang tidak boleh mengemudi, aku bisa mencuci mobil, membersihkan jendelanya, menyikat lantainya.""",eyd
"Lucy terdiam, dia menatap lagi formulir yang diisi Sri Ningsih.",eyd
"""Sudah berapa lama Ibu tiba di London?""",eyd
"""Apakah Ibu tahu jika visa turis Ibu sudah habis."" Lucy menatapnya bersimpati.",eyd
"Dia tahu, kapanpun jika petugas imigrasi melakukan razia, dia bisa dideportasi dari negara Inggris kapanpun.",eyd
"""Apakah Ibu sudah berusaha ke kantor khusus penanganan pengungsi?",eyd
"Mungkin mereka bisa membantu mencarikan pekerjaan.""",eyd
Dia tidak memenuhi syarat definisi pengungsi.,eyd
"Dan lebih dari itu, dia tidak mau mencatatkan namanya di sana, siapapun bisa menelusurinya jika dia mendaftar di lembaga itu.",eyd
"""Enam minggu terakhir aku sudah mencari pekerjaan di ratusan tempat.",eyd
"Semuanya menolak, tolonglah, jika ada lowongan di sini, aku bisa bekerja apapun, disuruh- suruh."" Sri Ningsih menatap Lucy pasrah.",eyd
"Tunggu sebentar."" Lucy menghela nafas, ""Aku akan bicara dengan kepala pool.",eyd
"Apakah dia pirnya kebijakan khusus.""",eyd
"Lima menit, Lucy kembali bersama kepala pool.",eyd
"Namanya Franciszek, usianya lima puluh tahun.",eyd
"Tinggi kurus, mengenakan jaket pengemudi.",eyd
"""Dia pendatang dari Indonesia.",eyd
Sudah enam minggu tidak memperoleh pekerjaan.,eyd
"Dia mengaku bisa mengemudi, tapi tidak memiliki lisensinya.",eyd
"Yang lebih serius lagi, visa kunjungannya sudah habis.",eyd
"Dia tidak tahu lagi harus mencari pekerjaan di mana."" Lucy menunjuk Sri Ningsih.",eyd
Franciszek mengusap rambutnya yang setengah botak.,eyd
Berpikir sejenak.,eyd
Sri Ningsih memang tidak memiliki kerabat dan kenalan sesama Indonesia di kota London.,eyd
"Tapi di pool itu, Franciszek adalah pendatang dari Polandia dua puluh tahun sebelumnya, dia sudah menolong banyak sekali pengungsi Polandia lainnya, menampungnya bekerja di sana—termasuk Lucy.",eyd
Solidaritas sesama pengungsi membuatnya selalu kasihan kepada pendatang.,eyd
"Tetapi yang satu ini, bahkan dia tidak tahu di mana negara Indonesia.",eyd
Apakah itu di Afrika?,eyd
Atau Amerika Selatan?,eyd
"""Obawiam si§, ze bpdzie zyc na ulicy."" Lucy berkata pada Franciszek dalam bahasa mereka—jika tidak ditolong, saya khawatir dia terpaksa menggelandang.",eyd
"""Wiem to, Lucy.",eyd
"Ale w zeszlym roku my ' ve pomiescic dwadziescia uchodzcow.” Franciszek bergumam—aku tahu, tapi setahun terakhir kita sudah menampung dua puluh pengungsi.",eyd
"""Jesli tak, nalezy dodac jeszcze jeden, nie bgdzie mialo znaczenia, Fran."" -jika demikian, menambah satu lagi tidak akan jadi masalah.",eyd
"Tanpa memahami bahasanya, Sri Ningsih mendengarkan percakapan mereka.",eyd
Intonasi suara Lucy mulai terdengar mendesak.,eyd
"Baiklah, Lucy."" Lima menit, Franciszek mengalah, ""Masukkan dia dalam daftar pekerja paruh waktu, petugas bersih-bersih.",eyd
"Tapi itu tidak bisa selamanya, kita sudah kelebihan kapasitas pekerja di bagian itu.",eyd
"Jika dia memang bisa mengemudi, ikutkan dia tes akhir tahun.",eyd
"Kamu yang menginginkan membantu dia, bukan?",eyd
"Maka siapkan dokumennya, hubungi Andrej, dia bisa membantu soal visa kerja dan surat-surat lain.""",eyd
"""Yes!"" Lucy bersorak senang, ""Terima kasih Franciszek.""",eyd
"""Jangan senang dulu."" Franciszek menggeleng, ""Jika dia tidak bisa lulus tes mengemudi, aku tidak bisa menampungnya.",eyd
"Pool ini bukan panti sosial, hanya bisa menampung pendatang dengan skill.""",eyd
Lucy mengangguk—dia akan memastikan itu.,eyd
"Pagi itu, saat hujan deras membungkus kota London.",eyd
Sri Ningsih mendapatkan pekerjaannya.,eyd
"Bukan pengemudi bus, belum, tapi pekerjaan baru ini juga keahliannya sejak usia sembilan tahun.",eyd
Menyikat apapun hingga mengkilap.,eyd
"""Mam, apakah penginapannya kembali diperpanjang?"" Petugas meja tamu bertanya, saat Sri Ningsih kembali.",eyd
"""Iya, aku akan memperpanjangnya seminggu lagi."" Sri menepuk-nepuk ujung mantel yang basah.",eyd
"""Tetap di lantai atas?""",eyd
"Hari ini dia pulang lebih awal, meletakkan payung di samping meja tamu, beranjak naik lift menuju kamarnya.",eyd
"Setiba di sana, Sri membuka tirai jendela lebar-lebar.",eyd
"Menatap hujan yang menyelimuti kota London, dia tersenyum lebar.",eyd
